Program, Package , Core(s) , GPU , DRAM? , Time (msec) 
seo ,0.013855,0.00647,0,0,7.676
seo ,0.014648,0.007568,0,0,8.274
seo ,0.023499,0.008484,0.001953,0,9.084
seo ,0.016663,0.00885,0.001465,0,7.196
seo ,0.016602,0.009827,0,0,5.437
seo ,0.011536,0.007935,0,0,3.932
seo ,0.01416,0.008484,0,0,3.18
seo ,0.015076,0.012085,0.00177,0,3.44
seo ,0.016174,0.009583,0.000122,0,3.316
seo ,0.011292,0.009338,0,0,3.168
