Program, Package , Core(s) , GPU , DRAM? , Time (msec) 
seo ,0.017029,0.006714,0,0,8262
seo ,0.01532,0.006165,0,0,7774
seo ,0.016357,0.00647,0.002075,0,7784
seo ,0.018921,0.008179,0.000366,0,8208
seo ,0.016724,0.006226,0.002014,0,7813
seo ,0.013916,0.007263,0,0,8580
seo ,0.013855,0.005676,0.000854,0,7773
seo ,0.015076,0.006897,0,0,7207
seo ,0.011047,0.006287,0,0,4537
seo ,0.010498,0.006592,0,0,3880
